first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure
Sibella,O' Mara,Female,48,1967-02-13,Senior Quality Engineer,n/a,High Net Worth,N,/dev/null; touch /tmp/blns.fail ; echo,No,10
Maye,O'Moylane,Female,53,1985-10-20,Senior Quality Engineer,n/a,Affluent Customer,N,â£,No,21
Cicely,Millier,Female,28,1959-03-10,Software Engineer IV,Manufacturing,Affluent Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,Yes,19
Normand,Ganderton,Male,36,1974-02-09,Programmer I,Manufacturing,High Net Worth,N,,No,13
Sheridan,Shaves,Male,13,1960-11-26,,n/a,Mass Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,5
Chrysler,Vasile,Female,63,1995-04-10,Junior Executive,n/a,Mass Customer,N,ð¾ ð ð ð ð ð ð ð§,Yes,7
Zarah,Santello,Female,1,1974-11-01,Geological Engineer,Manufacturing,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,Yes,14
Michael,Foulis,Male,98,1984-07-07,Financial Analyst,Financial Services,High Net Worth,N,"''''""",Yes,14
Nickolas,Guittet,U,82,,,IT,Mass Customer,N,,Yes,
Vidovik,Astall,Male,48,1978-11-01,Compensation Analyst,Financial Services,Mass Customer,N,ð¾ ð ð ð ð ð ð ð,Yes,18
Kimberly,Dishmon,Female,73,1995-10-01,Actuary,Financial Services,Affluent Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,No,3
Korey,Gate,Male,77,1978-08-26,Accountant I,Financial Services,Affluent Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,10
Lucinda,Jerok,Female,47,1994-05-02,Sales Representative,Retail,Affluent Customer,N,01-Feb,No,1
Emera,Margrem,Female,72,2000-07-30,Staff Accountant III,n/a,Mass Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,Yes,2
Krishnah,Firmage,Male,55,1996-11-19,Information Systems Manager,Argiculture,Affluent Customer,N,"''''""",No,5
Maude,Tixier,U,52,,Research Associate,IT,Mass Customer,N,,No,
Sammie,Uglow,Male,63,1965-07-26,Data Coordiator,n/a,Affluent Customer,N,,No,17
Ewen,Emes,Male,47,1966-12-22,Pharmacist,Health,Affluent Customer,N,",./;'[]\-=",Yes,9
Brett,McCalister,Male,55,1995-07-30,,Retail,Mass Customer,N,"'""''''""",Yes,7
Louella,O' Timony,Female,37,1994-10-15,GIS Technical Architect,Manufacturing,Mass Customer,N,1.00E+02,Yes,6
Marty,Whatford,Male,23,1960-12-10,Clinical Specialist,Health,Mass Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,No,19
Lonee,Gorce,Female,70,1962-03-20,Administrative Assistant III,Argiculture,High Net Worth,N,â£,Yes,11
Tull,Godehard.sf,Male,2,1976-11-21,Executive Secretary,Retail,High Net Worth,N,1,Yes,13
Anna-diana,Kurten,Female,79,1964-08-10,Account Representative IV,Financial Services,High Net Worth,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,Yes,10
Talya,Darycott,Female,44,1986-08-29,Analog Circuit Design manager,Property,Mass Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,No,9
Vite,Molyneux,Male,90,1993-09-25,Budget/Accounting Analyst IV,Health,Affluent Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,1
Ninon,Van Der Hoog,Female,20,1974-12-25,Data Coordiator,IT,Affluent Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,19
Dunstan,Kegley,Male,1,1988-04-07,,Financial Services,Mass Customer,N,-1,No,15
Hewett,Handes,Male,19,1989-06-14,Actuary,Financial Services,Mass Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,Yes,2
Caro,McKirton,Female,53,1969-03-10,Administrative Officer,Property,Mass Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,No,8
Wally,Rebbeck,Male,40,1977-09-21,Internal Auditor,Manufacturing,Affluent Customer,N,1.00E+02,No,7
Cayla,Marcus,Female,79,1969-11-28,Desktop Support Technician,Manufacturing,High Net Worth,N,ç°ä¸­ããã«ããã¦ä¸ãã,Yes,8
Basile,Le Floch,Male,49,1974-05-16,Assistant Professor,n/a,Mass Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),No,8
Eunice,Risom,Female,46,2000-10-11,Electrical Engineer,Manufacturing,High Net Worth,N,ì¸ëë°í ë¥´,Yes,1
Tito,Brash,Male,81,1977-12-23,,n/a,Affluent Customer,N,"__ï¾(,_,*)",No,17
Dianemarie,Hatherall,Female,30,1955-09-23,Executive Secretary,Argiculture,High Net Worth,N,00ËÆ$-,No,11
Bendix,Olivella,Male,48,1976-12-23,Legal Assistant,Manufacturing,Affluent Customer,N,"__ï¾(,_,*)",No,21
Lizzie,Duke,Female,3,1973-04-11,Nuclear Power Engineer,Manufacturing,Mass Customer,N,-$100.00,No,7
Clarinda,Edlyn,Female,75,1988-01-13,,n/a,Mass Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,No,6
Matelda,Kordas,Female,91,1963-03-28,Product Engineer,Property,Affluent Customer,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,No,4
Venus,Sketch,Female,90,1976-10-15,Budget/Accounting Analyst II,Financial Services,Mass Customer,N,"""'",No,12
Gil,De Gregorio,U,95,,Software Test Engineer IV,IT,Mass Customer,N,,No,
Pollyanna,Serjeantson,Female,45,1955-03-15,Help Desk Operator,n/a,High Net Worth,N,1.00E+02,Yes,16
Charles,Carren,Male,98,1965-12-15,Information Systems Manager,Retail,High Net Worth,N,á,No,17
Reba,Southon,Female,67,1961-01-26,Programmer II,Health,Mass Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,Yes,19
Royall,Terris,Male,98,1959-05-06,Geological Engineer,Manufacturing,High Net Worth,N,Ù¡Ù¢Ù£,No,16
Sylvan,Sugge,Male,59,1999-10-13,,Financial Services,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,1
Daffi,Sewley,Female,20,1959-07-11,Clinical Specialist,Health,Affluent Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,No,14
Reeva,Eakeley,Female,45,2001-05-19,Technical Writer,Manufacturing,Mass Customer,N,ï¼ï¼ï¼,No,1
Shawn,Platfoot,Female,33,1988-08-18,Web Designer IV,Retail,Affluent Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,No,17
Bab,Bingall,Female,23,1954-03-26,Software Test Engineer I,Argiculture,Mass Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),Yes,19
Lonni,Andrichak,Female,68,1977-02-25,,Argiculture,Mass Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,No,18
Jozef,Frizzell,Male,32,1975-03-13,Graphic Designer,n/a,High Net Worth,N,(ï½¡â â âï½¡),No,19
Katha,Lockhurst,Female,64,1967-04-01,Assistant Media Planner,Entertainment,Mass Customer,N,1/0,Yes,11
Deedee,Fransinelli,Female,26,1994-11-23,Graphic Designer,Entertainment,Mass Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,Yes,8
Yard,Teeney,Male,12,1996-04-02,Software Engineer II,IT,Affluent Customer,N,â¦testâ§,No,5
Fields,Bayne,Male,89,1972-03-09,Web Developer IV,Entertainment,High Net Worth,N,â£,Yes,15
Trudie,Capper,Female,67,1962-09-18,,Financial Services,Mass Customer,N,nil,No,9
Trude,Rizzardo,Female,29,1974-05-24,VP Quality Control,n/a,High Net Worth,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,No,10
Robbie,Yakubovics,Female,12,1959-10-12,Safety Technician III,Manufacturing,Affluent Customer,N,ï¼ï¼ï¼,Yes,5
Arv,Whitsey,Male,82,1967-02-14,VP Quality Control,Financial Services,Mass Customer,N,1.00E+02,Yes,17
Jareb,Langcaster,Male,33,1961-01-10,Chemical Engineer,Manufacturing,High Net Worth,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,Yes,7
Stormie,Smyth,Female,92,1978-01-15,Sales Representative,Retail,Affluent Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,Yes,18
Leigha,Bacchus,Female,65,1987-12-02,Junior Executive,Manufacturing,Affluent Customer,N,<script>alert('hi')</script>,No,14
Darcy,Jaslem,Male,82,1980-10-29,Editor,n/a,Mass Customer,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,No,14
Nathan,Antognazzi,Male,98,1985-04-30,Software Consultant,Manufacturing,High Net Worth,N,ï½ï½¨(Â´âï½â©,No,12
Lisle,Yokel,Male,58,1977-11-13,Social Worker,Health,Mass Customer,N,1.00E+02,No,15
Elicia,Normanvill,Female,53,1964-11-05,Programmer Analyst III,Manufacturing,Mass Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,Yes,12
Klemens,Eite,Male,67,1967-03-15,Actuary,Financial Services,High Net Worth,N,á,Yes,19
Otes,Gottelier,Male,84,1977-06-30,Director of Sales,Financial Services,High Net Worth,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,Yes,11
Rodrigo,Felce,Male,48,1993-06-30,Financial Advisor,Financial Services,Affluent Customer,N,ï½ï½¨(Â´âï½â©,Yes,1
Rochella,Harce,Female,54,1955-06-05,Research Nurse,Health,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,13
Tirrell,Cosgreave,Male,9,1973-12-29,Account Coordinator,Manufacturing,Mass Customer,N,ï½ï½¨(Â´âï½â©,Yes,19
Jobina,Dudenie,Female,14,1964-11-25,Business Systems Development Analyst,Financial Services,Affluent Customer,N,1.00E+02,Yes,12
Faythe,Rance,Female,60,1987-05-08,Internal Auditor,Entertainment,High Net Worth,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,Yes,5
Sherman,Gullen,Male,22,1977-11-04,Staff Scientist,Argiculture,High Net Worth,N,â£,Yes,20
Nathanial,D'Ambrogi,Male,63,1995-10-22,Administrative Assistant III,Argiculture,Affluent Customer,N,<script>alert('hi')</script>,No,2
Ephrayim,Beville,Male,89,1977-02-27,Accountant IV,Financial Services,Mass Customer,N,â°â´âµ,No,8
Kennett,Attack,Male,96,1984-09-08,Recruiting Manager,n/a,Mass Customer,N,',Yes,4
Amaleta,Slafford,Female,71,1975-10-21,Product Engineer,n/a,Mass Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",No,12
Pascal,Veronique,Male,34,1978-01-16,General Manager,Financial Services,Mass Customer,N,â©testâ©,No,6
Lorette,Daspar,Female,4,1978-12-18,Senior Editor,Manufacturing,Affluent Customer,N,ðµ ð ð ð,No,7
Bobinette,Stanaway,Female,68,1978-02-04,Executive Secretary,Manufacturing,Mass Customer,N,"""'",No,6
Dev,Caghan,Male,22,1976-11-25,Information Systems Manager,Manufacturing,Mass Customer,N,",./;'[]\-=",No,9
Jess,Bollans,Male,6,1958-07-01,,Retail,Mass Customer,N,!@#$%^&*(),Yes,5
Dare,Wasling,Male,4,1978-05-16,Biostatistician II,Manufacturing,High Net Worth,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),No,7
Miles,Fallows,Male,20,1974-03-18,Account Representative II,n/a,Mass Customer,N,â©testâ©,No,13
Darby,Shailer,Female,22,1978-01-21,Research Associate,Manufacturing,Affluent Customer,N,"''''""",No,18
Agathe,Dimmick,Female,67,1987-06-20,Recruiter,n/a,Mass Customer,N,",./;'[]\-=",Yes,17
Mandie,Jeger,Female,11,1978-09-12,Community Outreach Specialist,n/a,High Net Worth,N,"""'",Yes,17
Foss,Yanele,Male,2,1971-07-08,Librarian,Entertainment,Mass Customer,N,â¡,Yes,18
Toni,Harbidge,Female,57,1969-07-20,Associate Professor,Retail,Mass Customer,N,â°â´âµâââ,No,4
Purcell,Chinnery,Male,57,1968-09-20,Marketing Manager,Manufacturing,Affluent Customer,N,"<>?:""{}|_+",Yes,5
Gabriella,,Female,30,1957-04-26,Senior Sales Associate,Manufacturing,High Net Worth,N,á,Yes,11
Melamie,Hardman,Female,81,1990-04-08,Accountant IV,IT,High Net Worth,N,../../../../../../../../../../../etc/hosts,Yes,12
Holly-anne,Hamman,Female,4,1976-12-28,Nuclear Power Engineer,Manufacturing,Mass Customer,N,â£,Yes,17
Charlena,Muzzi,Female,26,1967-07-18,Geological Engineer,Manufacturing,Mass Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),Yes,8
Daron,Umpleby,Female,24,1980-06-29,,Health,High Net Worth,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",Yes,4
Adelbert,Doelle,Male,10,1978-05-11,VP Product Management,Telecommunications,High Net Worth,N,testâ testâ«,No,20
Anet,Pellitt,Female,45,1960-07-03,Senior Quality Engineer,Retail,Mass Customer,N,"<>?:""{}|_+",No,18
Isabelita,Kitchener,Female,35,1997-12-24,Office Assistant III,n/a,Mass Customer,N,ð,No,3
Huberto,Bazylets,Male,27,1992-10-07,Marketing Manager,Manufacturing,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,No,2
Tonya,Ritmeier,Female,96,1986-04-16,Senior Developer,n/a,Affluent Customer,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,No,3
Aloisia,Ivel,Female,11,1988-06-22,Assistant Manager,Retail,Mass Customer,N,1'; DROP TABLE users--,No,10
Neda,Longfellow,Female,73,1977-10-19,Geologist IV,Financial Services,High Net Worth,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,Yes,9
Alikee,Sjollema,Female,24,1973-01-16,Graphic Designer,n/a,Affluent Customer,N,â°â´âµâââ,No,9
Shayna,McQuin,Female,52,1994-01-23,Senior Cost Accountant,Financial Services,High Net Worth,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,Yes,8
Leif,Feeney,Male,75,1973-05-28,Help Desk Technician,Manufacturing,Mass Customer,N,ï½ï½¨(Â´âï½â©,Yes,14
Raul,Cabrer,Male,49,1992-07-09,General Manager,Manufacturing,Affluent Customer,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,Yes,4
Nickolai,McChesney,Male,17,1957-09-29,,Argiculture,High Net Worth,N,â¢,Yes,7
Amory,Bohler,Male,4,1959-01-11,Staff Scientist,Retail,High Net Worth,N,/dev/null; touch /tmp/blns.fail ; echo,Yes,19
Borden,Wooles,Male,16,1977-05-28,Recruiting Manager,Financial Services,Affluent Customer,N,é¨è½æ ¼,No,21
Radcliffe,Bartolomeoni,Male,13,1966-09-09,Associate Professor,Financial Services,High Net Worth,N,',Yes,16
Pen,Hedgecock,Male,6,1954-11-06,Account Coordinator,Health,Affluent Customer,N,â«testâ«,No,10
Kermy,Heningam,Male,4,1967-04-25,Account Representative I,Manufacturing,High Net Worth,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,No,5
Garrett,Dommett,Male,50,1972-08-11,,n/a,High Net Worth,N,1,No,17
Gherardo,Lahy,Male,61,1957-12-10,Quality Control Specialist,n/a,Affluent Customer,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,Yes,12
Justin,Ragless,Male,86,1964-05-05,Account Executive,Manufacturing,Affluent Customer,N,,No,10
Jinny,Cawood,Female,6,1991-08-13,,Health,Mass Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,No,6
Aurore,Buckmaster,Female,19,1969-11-25,,Manufacturing,Mass Customer,N,-$1.00,Yes,17
Jerome,Sheavills,Male,18,1982-10-27,Software Consultant,Health,High Net Worth,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,Yes,11
Eugenie,Belcham,Female,35,1978-09-22,Nurse,IT,Affluent Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,No,18
Kynthia,Purcer,Female,22,1965-06-22,Director of Sales,IT,Affluent Customer,N,"'""''''""",Yes,8
Sibyl,Scholtz,Female,67,2002-01-26,Food Chemist,Health,Mass Customer,N,NULL,Yes,1
Dare,,Male,98,1973-07-07,Quality Control Specialist,Retail,Affluent Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,No,11
Carce,Gunthorp,Male,89,1972-10-08,Analyst Programmer,Financial Services,Mass Customer,N,åè£½æ¼¢èª,No,7
Neville,Bloyes,Male,6,1990-03-02,Marketing Manager,Retail,Mass Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,Yes,19
Allyson,Pinsent,Female,48,1995-09-07,,Retail,High Net Worth,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,2
Gunar,Sleit,Male,25,1968-04-22,Administrative Officer,n/a,Mass Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,5
Patten,Laytham,Male,86,1976-04-01,Automation Specialist III,Manufacturing,High Net Worth,N,null,Yes,17
Leese,Lohan,Female,53,1975-09-02,Technical Writer,Manufacturing,Mass Customer,N,á,No,15
Garald,Brasner,Male,13,1995-04-30,Project Manager,n/a,High Net Worth,N,â¦testâ§,No,1
Cosette,Callar,Female,58,1997-08-20,Product Engineer,n/a,Mass Customer,N,ã,Yes,1
Katalin,Mantz,Female,67,1979-11-24,Developer III,Manufacturing,Affluent Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,Yes,12
Lambert,Vardey,Male,29,1997-09-02,,Retail,Affluent Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,Yes,4
Noland,Larder,Male,67,1980-08-15,Safety Technician II,Financial Services,Affluent Customer,N,-1,Yes,19
Vail,Southernwood,Male,40,1977-08-22,Budget/Accounting Analyst I,Argiculture,Affluent Customer,N,1.00E+02,No,8
Camille,Vallintine,Female,48,1964-12-01,Environmental Tech,Financial Services,Mass Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,Yes,4
Tucky,Pizzie,Male,8,1973-11-20,Project Manager,n/a,High Net Worth,N,00ËÆ$-,Yes,4
Nert,Muglestone,Female,60,1978-01-25,Technical Writer,IT,High Net Worth,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,Yes,14
Corabelle,,Female,21,1953-09-17,Help Desk Technician,Manufacturing,Affluent Customer,N,00ËÆ$-,No,15
Waylan,Katte,Male,69,1988-04-24,Product Engineer,Retail,Mass Customer,N,,No,22
Lind,Dredge,Male,69,1974-11-04,VP Sales,Health,High Net Worth,N,$1.00,No,18
Jaquelyn,Workman,Female,2,1963-12-10,Help Desk Technician,Financial Services,High Net Worth,N,â¦testâ§,Yes,6
Drucill,Laurand,Female,32,1984-12-11,Research Assistant II,Argiculture,Affluent Customer,N,$1.00,Yes,13
Yovonnda,Warrior,Female,20,1959-07-13,Systems Administrator I,Property,High Net Worth,N,1,Yes,14
Hallsy,De Leek,Male,22,1980-06-08,Director of Sales,Manufacturing,Mass Customer,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,No,3
